SERVICE NUMBER,REQUEST DATE,LOCATION,WARD,DISTRICT COUNCIL,STATUS,REQUEST TYPE,REQUEST DESCRIPTION,SEE_CLICK_FIX WEBSITE SUBMISSION,MAP LOCATION
4079512,"THURSDAY, MAY 21, 2015",520 UNIVERSITY AVE W,1,8,Resolved,Complaint,Street Maintenance,No,"520 UNIVERSITY AVE W
St Paul, MN
(44.955675, -93.122407)"
4079519,"THURSDAY, MAY 21, 2015",Robert between 4th & 5th ,,,Resolved,FYI - No Response Required,Parking,No,"Robert between 4th &amp; 5th
St Paul, MN
"
4079521,"THURSDAY, MAY 21, 2015",Central between Western & Dale,,,Resolved,Complaint,Traffic Sign/Light New,No,"Central between Western &amp; Dale
St Paul, MN
"
4079522,"THURSDAY, MAY 21, 2015",Robert between 7th & 9th,,,Resolved,FYI - No Response Required,Parking,No,"Robert between 7th &amp; 9th
St Paul, MN
"
4079527,"THURSDAY, MAY 21, 2015",1696 GRAND AVE ,3,14,Transferred - Closed,Complaint,Graffiti,No,"1696 GRAND AVE
St Paul, MN
(44.940052, -93.172225)"
4079531,"THURSDAY, MAY 21, 2015",1700 GRAND AVE ,3,14,Transferred - Closed,Complaint,Graffiti,No,"1700 GRAND AVE
St Paul, MN
(44.940053, -93.172413)"
4079533,"THURSDAY, MAY 21, 2015",1063 FARRINGTON ST ,5,6,Resolved,Complaint,Tall Grass,No,"1063 FARRINGTON ST
St Paul, MN
(44.973359, -93.11357)"
4079534,"THURSDAY, MAY 21, 2015",1063 FARRINGTON ST ,5,6,In Compliance,Complaint,Tall Grass,No,"1063 FARRINGTON ST
St Paul, MN
(44.973359, -93.11357)"
4079537,"THURSDAY, MAY 21, 2015",375 COOK AVE W,5,6,Resolved,Complaint,Tall Grass,No,"375 COOK AVE W
St Paul, MN
(44.973214, -93.115754)"
4079538,"THURSDAY, MAY 21, 2015",569 FRONT AVE ,5,6,In Compliance,Complaint,Tall Grass,No,"569 FRONT AVE
St Paul, MN
(44.970172, -93.124225)"
4079550,"THURSDAY, MAY 21, 2015",657 ASHLAND AVE ,1,8,In Compliance,Complaint,Vehicle/Abandoned,No,"657 ASHLAND AVE
St Paul, MN
(44.94406, -93.127722)"
4079573,"THURSDAY, MAY 21, 2015",1114 EDGERTON ST ,6,5,Resolved,Complaint,Tall Grass,No,"1114 EDGERTON ST
St Paul, MN
(44.974882, -93.076071)"
4079589,"THURSDAY, MAY 21, 2015",240 ROBIE ST W,2,3,Transfer to VB,Complaint,Tall Grass,No,"240 ROBIE ST W
St Paul, MN
(44.930549, -93.095725)"
4079590,"THURSDAY, MAY 21, 2015",595 MAGNOLIA AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"595 MAGNOLIA AVE E
St Paul, MN
(44.973829, -93.07526)"
4079592,"THURSDAY, MAY 21, 2015",677 JENKS AVE ,6,5,Resolved,Complaint,Garbage Rubbish,No,"677 JENKS AVE
St Paul, MN
(44.97117, -93.071908)"
4079593,"THURSDAY, MAY 21, 2015",1039 WILSON AVE ,7,4,Resolved,Complaint,Tall Grass,No,"1039 WILSON AVE
St Paul, MN
(44.954053, -93.056567)"
4079594,"THURSDAY, MAY 21, 2015",849 CASE AVE ,6,5,Resolved,Complaint,Tall Grass,No,"849 CASE AVE
St Paul, MN
(44.970311, -93.064724)"
4079597,"THURSDAY, MAY 21, 2015",900 4TH ST E,7,4,Resolved,Complaint,Tall Grass,No,"900 4TH ST E
St Paul, MN
(44.958527, -93.062599)"
4079598,"THURSDAY, MAY 21, 2015",1036 MINNEHAHA AVE E,7,4,Resolved,Complaint,Tall Grass,No,"1036 MINNEHAHA AVE E
St Paul, MN
(44.963035, -93.056834)"
4079601,"THURSDAY, MAY 21, 2015",1396 6TH ST E,7,4,Resolved,Complaint,Tall Grass,No,"1396 6TH ST E
St Paul, MN
(44.960401, -93.041308)"
4079603,"THURSDAY, MAY 21, 2015",715 BURR ST ,5,5,Resolved,Complaint,Garbage Rubbish,No,"715 BURR ST
St Paul, MN
(44.962655, -93.079715)"
4079604,"THURSDAY, MAY 21, 2015",867 YORK AVE ,6,5,Resolved,Complaint,Tall Grass,No,"867 YORK AVE
St Paul, MN
(44.968523, -93.063883)"
4079605,"THURSDAY, MAY 21, 2015",895 YORK AVE ,6,5,Resolved,Complaint,Tall Grass,No,"895 YORK AVE
St Paul, MN
(44.968535, -93.06264)"
4079606,"THURSDAY, MAY 21, 2015",921 YORK AVE ,6,5,Resolved,Complaint,Tall Grass,No,"921 YORK AVE
St Paul, MN
(44.968543, -93.061664)"
4079608,"THURSDAY, MAY 21, 2015",505 FOREST ST ,7,4,Resolved,Complaint,Tall Grass,No,"505 FOREST ST
St Paul, MN
(44.956604, -93.060915)"
4079609,"THURSDAY, MAY 21, 2015",901 YORK AVE ,6,5,Resolved,Complaint,Tall Grass,No,"901 YORK AVE
St Paul, MN
(44.968538, -93.062257)"
4079610,"THURSDAY, MAY 21, 2015",876 LAWSON AVE E,6,5,Resolved,Complaint,Tall Grass,No,"876 LAWSON AVE E
St Paul, MN
(44.972092, -93.063613)"
4079613,"THURSDAY, MAY 21, 2015",856 LAWSON AVE E,6,5,Resolved,Complaint,Tall Grass,No,"856 LAWSON AVE E
St Paul, MN
(44.972099, -93.064344)"
4079614,"THURSDAY, MAY 21, 2015",1653 REANEY AVE ,7,2,Resolved,Complaint,Tall Grass,No,"1653 REANEY AVE
St Paul, MN
(44.964022, -93.030715)"
4079617,"THURSDAY, MAY 21, 2015",1617 REANEY AVE ,7,2,Resolved,Complaint,Tall Grass,No,"1617 REANEY AVE
St Paul, MN
(44.964027, -93.032126)"
4079618,"THURSDAY, MAY 21, 2015",1594 REANEY AVE ,7,2,Resolved,Complaint,Tall Grass,No,"1594 REANEY AVE
St Paul, MN
(44.964029, -93.033405)"
4079619,"THURSDAY, MAY 21, 2015",1108 REANEY AVE ,7,4,Resolved,Complaint,Tall Grass,No,"1108 REANEY AVE
St Paul, MN
(44.964, -93.053906)"
4079620,"THURSDAY, MAY 21, 2015",1056 FREMONT AVE ,7,4,Resolved,Complaint,Tall Grass,No,"1056 FREMONT AVE
St Paul, MN
(44.957653, -93.055996)"
4079622,"THURSDAY, MAY 21, 2015",1044 MINNEHAHA AVE E,7,4,Resolved,Complaint,Tall Grass,No,"1044 MINNEHAHA AVE E
St Paul, MN
(44.963034, -93.056528)"
4079623,"THURSDAY, MAY 21, 2015",581 COOK AVE E,6,5,Resolved,Complaint,Tall Grass,No,"581 COOK AVE E
St Paul, MN
(44.972908, -93.075889)"
4079628,"THURSDAY, MAY 21, 2015",685 STEWART AVE ,2,9,Resolved,Complaint,Tree,No,"685 STEWART AVE
St Paul, MN
(44.922822, -93.128766)"
4079630,"THURSDAY, MAY 21, 2015",607 HYACINTH AVE E,6,5,Resolved,Complaint,Tall Grass,No,"607 HYACINTH AVE E
St Paul, MN
(44.98015, -93.074819)"
4079634,"THURSDAY, MAY 21, 2015",1044 6TH ST E,7,4,Resolved,Complaint,Tall Grass,No,"1044 6TH ST E
St Paul, MN
(44.960369, -93.056564)"
4079635,"THURSDAY, MAY 21, 2015",90 PLATO BLVD W,2,3,Resolved,Complaint,Graffiti,No,"90 PLATO BLVD W
St Paul, MN
(44.936751, -93.09105)"
4079637,"THURSDAY, MAY 21, 2015",995 6TH ST E,7,4,Resolved,Complaint,Tall Grass,No,"995 6TH ST E
St Paul, MN
(44.96035, -93.058571)"
4079650,"THURSDAY, MAY 21, 2015",1235 REANEY AVE ,7,4,Resolved,Complaint,Garbage Rubbish,No,"1235 REANEY AVE
St Paul, MN
(44.964017, -93.048397)"
4079658,"THURSDAY, MAY 21, 2015",865 ATLANTIC ST ,6,4,Resolved,Complaint,Tall Grass,No,"865 ATLANTIC ST
St Paul, MN
(44.967355, -93.048232)"
4079659,"THURSDAY, MAY 21, 2015",865 ATLANTIC ST ,6,4,Resolved,Complaint,Exterior,No,"865 ATLANTIC ST
St Paul, MN
(44.967355, -93.048232)"
4079660,"THURSDAY, MAY 21, 2015",950 3RD ST E,7,4,Resolved,Complaint,Tall Grass,No,"950 3RD ST E
St Paul, MN
(44.956729, -93.060373)"
4079662,"THURSDAY, MAY 21, 2015",905 3RD ST E,7,4,Transfer to VB,Complaint,Tall Grass,No,"905 3RD ST E
St Paul, MN
(44.956738, -93.062337)"
4079663,"THURSDAY, MAY 21, 2015",1130 SHERBURNE AVE ,4,11,Under Review,Complaint,Exterior,No,"1130 SHERBURNE AVE
St Paul, MN
(44.956649, -93.147927)"
4079666,"THURSDAY, MAY 21, 2015",1004 GROTTO ST N,5,10,Transfer to VB,Complaint,Tall Grass,No,"1004 GROTTO ST N
St Paul, MN
(44.971349, -93.131414)"
4079667,"THURSDAY, MAY 21, 2015",1046 WAKEFIELD AVE ,7,4,Transfer to VB,Complaint,Tall Grass,No,"1046 WAKEFIELD AVE
St Paul, MN
(44.953138, -93.056354)"
4079671,"THURSDAY, MAY 21, 2015",1226 ROSS AVE ,6,4,Transfer to VB,Complaint,Tall Grass,No,"1226 ROSS AVE
St Paul, MN
(44.965822, -93.048964)"
4079673,"THURSDAY, MAY 21, 2015",830 EDMUND AVE ,1,7,In Compliance,Complaint,Tall Grass,No,"830 EDMUND AVE
St Paul, MN
(44.958425, -93.135231)"
4079678,"THURSDAY, MAY 21, 2015",958 UNIVERSITY AVE W,1,8,Transferred - Closed,Complaint,Graffiti,No,"958 UNIVERSITY AVE W
St Paul, MN
(44.955673, -93.140586)"
4079680,"THURSDAY, MAY 21, 2015",1349 HAZELWOOD ST ,6,2,Transfer to VB,Complaint,Tall Grass,No,"1349 HAZELWOOD ST
St Paul, MN
(44.981984, -93.035449)"
4079691,"THURSDAY, MAY 21, 2015",1900 UNIVERSITY AVE W,4,13,Transferred - Closed,Complaint,Graffiti,No,"1900 UNIVERSITY AVE W
St Paul, MN
(44.956957, -93.180278)"
4079693,"THURSDAY, MAY 21, 2015",1973 MONTANA AVE E,6,2,Transfer to VB,Complaint,Tall Grass,No,"1973 MONTANA AVE E
St Paul, MN
(44.987415, -93.016994)"
4079694,"THURSDAY, MAY 21, 2015",1935 UNIVERSITY AVE W,4,11,Transferred - Closed,Complaint,Graffiti,No,"1935 UNIVERSITY AVE W
St Paul, MN
(44.957535, -93.181394)"
4079698,"THURSDAY, MAY 21, 2015",657 CANTON ST ,2,9,Resolved,Complaint,Exterior,No,"657 CANTON ST
St Paul, MN
(44.921406, -93.133884)"
4079700,"THURSDAY, MAY 21, 2015",261 SIDNEY ST E,2,3,In Compliance,Complaint,Tall Grass,No,"261 SIDNEY ST E
St Paul, MN
(44.923974, -93.074966)"
4079703,"THURSDAY, MAY 21, 2015",1088 JEFFERSON AVE ,3,14,Resolved,Complaint,Street Maintenance,No,"1088 JEFFERSON AVE
St Paul, MN
(44.930548, -93.146787)"
4079705,"THURSDAY, MAY 21, 2015",262 SIDNEY ST E,2,3,In Compliance,Complaint,Tall Grass,No,"262 SIDNEY ST E
St Paul, MN
(44.923974, -93.074949)"
4079709,"THURSDAY, MAY 21, 2015",710 SELBY AVE ,1,8,Resolved,Complaint,Certificate of Occupancy,No,"710 SELBY AVE
St Paul, MN
(44.946588, -93.130237)"
4079716,"THURSDAY, MAY 21, 2015",237 CURTICE ST E,2,3,In Compliance,Complaint,Garbage Rubbish,No,"237 CURTICE ST E
St Paul, MN
(44.923086, -93.0757)"
4079717,"THURSDAY, MAY 21, 2015",253 CURTICE ST E,2,3,In Compliance,Complaint,Vehicle/Abandoned,No,"253 CURTICE ST E
St Paul, MN
(44.923088, -93.075234)"
4079742,"THURSDAY, MAY 21, 2015",241 CURTICE ST E,2,3,In Compliance,Complaint,Vehicle/Abandoned,No,"241 CURTICE ST E
St Paul, MN
(44.923087, -93.075539)"
4079745,"THURSDAY, MAY 21, 2015",576 LEXINGTON PKWY N,1,7,In Compliance,Complaint,Exterior,No,"576 LEXINGTON PKWY N
St Paul, MN
(44.958669, -93.146534)"
4079747,"THURSDAY, MAY 21, 2015",576 LEXINGTON PKWY N,1,7,In Compliance,Complaint,Exterior,No,"576 LEXINGTON PKWY N
St Paul, MN
(44.958669, -93.146534)"
4079750,"THURSDAY, MAY 21, 2015",798 ENGLEWOOD AVE ,1,7,In Compliance,Complaint,Exterior,No,"798 ENGLEWOOD AVE
St Paul, MN
(44.963895, -93.13372)"
4079753,"THURSDAY, MAY 21, 2015",852 CASE AVE ,6,5,Resolved,Complaint,Garbage Rubbish,No,"852 CASE AVE
St Paul, MN
(44.970311, -93.064567)"
4079754,"THURSDAY, MAY 21, 2015",1080 THOMAS AVE ,1,7,In Compliance,Complaint,Exterior,No,"1080 THOMAS AVE
St Paul, MN
(44.959371, -93.145702)"
4079755,"THURSDAY, MAY 21, 2015",1064 THOMAS AVE ,1,7,In Compliance,Complaint,Exterior,No,"1064 THOMAS AVE
St Paul, MN
(44.959372, -93.145138)"
4079756,"THURSDAY, MAY 21, 2015",663 IGLEHART AVE ,1,8,In Compliance,Complaint,Exterior,No,"663 IGLEHART AVE
St Paul, MN
(44.949432, -93.128089)"
4079757,"THURSDAY, MAY 21, 2015",686 IGLEHART AVE ,1,8,Resolved,Complaint,Exterior,No,"686 IGLEHART AVE
St Paul, MN
(44.949431, -93.129125)"
4079759,"THURSDAY, MAY 21, 2015",672 IGLEHART AVE ,1,8,In Compliance,Complaint,Exterior,No,"672 IGLEHART AVE
St Paul, MN
(44.94943, -93.128424)"
4079763,"THURSDAY, MAY 21, 2015",735 SMITH AVE S,2,3,Resolved,Complaint,Dumping,No,"735 SMITH AVE S
St Paul, MN
(44.923882, -93.101855)"
4079775,"THURSDAY, MAY 21, 2015",1983 IGLEHART AVE ,4,13,Resolved,Complaint,Exterior,No,"1983 IGLEHART AVE
St Paul, MN
(44.949446, -93.184366)"
4079786,"THURSDAY, MAY 21, 2015",692 COOK AVE E,6,5,Resolved,Complaint,Tall Grass,No,"692 COOK AVE E
St Paul, MN
(44.972962, -93.071358)"
4079338,"THURSDAY, MAY 21, 2015",2167 MARYLAND AVE E,6,2,Resolved,Complaint,Tall Grass,No,"2167 MARYLAND AVE E
St Paul, MN
(44.977526, -93.009208)"
4079343,"THURSDAY, MAY 21, 2015",Pierce & Hague,,,Resolved,Complaint,Exterior,No,"Pierce &amp; Hague
St Paul, MN
"
4079361,"THURSDAY, MAY 21, 2015",716 OTTAWA AVE ,2,3,In Compliance,Complaint,Garbage Rubbish,No,"716 OTTAWA AVE
St Paul, MN
(44.924338, -93.103257)"
4079382,"THURSDAY, MAY 21, 2015",975 MINNEHAHA AVE W,1,7,In Compliance,Complaint,Tall Grass,No,"975 MINNEHAHA AVE W
St Paul, MN
(44.962984, -93.141197)"
4079436,"THURSDAY, MAY 21, 2015",449 WHITALL ST ,5,5,In Compliance,Complaint,Tall Grass,No,"449 WHITALL ST
St Paul, MN
(44.966566, -93.081572)"
4079440,"THURSDAY, MAY 21, 2015",453 WHITALL ST ,5,5,In Compliance,Complaint,Tall Grass,No,"453 WHITALL ST
St Paul, MN
(44.966566, -93.081492)"
4079461,"THURSDAY, MAY 21, 2015",1733 STANFORD AVE ,3,14,In Compliance,Complaint,Tall Grass,No,"1733 STANFORD AVE
St Paul, MN
(44.932445, -93.173546)"
4079505,"THURSDAY, MAY 21, 2015",693 WESTERN AVE N,1,7,In Compliance,Complaint,Tall Grass,No,"693 WESTERN AVE N
St Paul, MN
(44.962221, -93.11613)"
4079560,"THURSDAY, MAY 21, 2015",743 ENGLEWOOD AVE ,1,7,Resolved,Complaint,Tall Grass,No,"743 ENGLEWOOD AVE
St Paul, MN
(44.963866, -93.13164)"
4079817,"FRIDAY, MAY 22, 2015",667 COOK AVE E,6,5,Resolved,Complaint,Interior,No,"667 COOK AVE E
St Paul, MN
(44.972957, -93.07229)"
4079822,"FRIDAY, MAY 22, 2015",929 6TH ST E,7,4,Under Review,Complaint,Garbage Rubbish,No,"929 6TH ST E
St Paul, MN
(44.960345, -93.061423)"
4079832,"FRIDAY, MAY 22, 2015",934 FULLER AVE ,1,8,Transfer to VB,Complaint,Tall Grass,No,"934 FULLER AVE
St Paul, MN
(44.953922, -93.139652)"
4079833,"FRIDAY, MAY 22, 2015",976 FULLER AVE ,1,8,Under Review,Complaint,Tall Grass,No,"976 FULLER AVE
St Paul, MN
(44.953926, -93.141355)"
4079836,"FRIDAY, MAY 22, 2015",441 MOUNT IDA ST ,5,5,Under Review,Complaint,Tall Grass,No,"441 MOUNT IDA ST
St Paul, MN
(44.962244, -93.081872)"
4079839,"FRIDAY, MAY 22, 2015",1216 HEWITT AVE ,4,11,Under Review,Complaint,Vacant Building Monitoring,No,"1216 HEWITT AVE
St Paul, MN
(44.966575, -93.151424)"
4079847,"FRIDAY, MAY 22, 2015",1254 MATILDA ST ,5,6,Under Review,Complaint,Exterior,No,"1254 MATILDA ST
St Paul, MN
(44.978827, -93.112284)"
4079849,"FRIDAY, MAY 22, 2015",737 ORANGE AVE E,6,5,Transfer to VB,Complaint,Tall Grass,No,"737 ORANGE AVE E
St Paul, MN
(44.979293, -93.069575)"
4079855,"FRIDAY, MAY 22, 2015",1055 FARRINGTON ST ,5,6,In Compliance,Complaint,Tall Grass,Yes,"1055 FARRINGTON ST
St Paul, MN
(44.973079, -93.113572)"
4079858,"FRIDAY, MAY 22, 2015",1199 RICE ST ,5,6,Resolved,Complaint,Exterior,No,"1199 RICE ST
St Paul, MN
(44.977206, -93.105922)"
4079862,"FRIDAY, MAY 22, 2015",1072 ARUNDEL ST ,5,6,Under Review,Complaint,Exterior,No,"1072 ARUNDEL ST
St Paul, MN
(44.973697, -93.11879)"
4079866,"FRIDAY, MAY 22, 2015",1200 ARUNDEL ST ,5,6,Under Review,Complaint,Exterior,Yes,"1200 ARUNDEL ST
St Paul, MN
(44.977202, -93.118792)"
4079867,"FRIDAY, MAY 22, 2015",776 JESSAMINE AVE E,6,5,In Compliance,Complaint,Tall Grass,No,"776 JESSAMINE AVE E
St Paul, MN
(44.974788, -93.067791)"
4079868,"FRIDAY, MAY 22, 2015",1061 LINWOOD AVE ,2,16,Resolved,FYI - No Response Required,Parking,No,"1061 LINWOOD AVE
St Paul, MN
(44.93517, -93.145002)"
4079869,"FRIDAY, MAY 22, 2015",916 YORK AVE ,6,5,Resolved,Complaint,Dumping,No,"916 YORK AVE
St Paul, MN
(44.968542, -93.061788)"
4079873,"FRIDAY, MAY 22, 2015",Lawson & Walsh,,,Resolved,Complaint,Right of Way Signs,No,"Lawson &amp; Walsh
St Paul, MN
"
4079875,"FRIDAY, MAY 22, 2015",1254 MATILDA ST ,5,6,In Compliance,Complaint,Exterior,No,"1254 MATILDA ST
St Paul, MN
(44.978827, -93.112284)"
4079878,"FRIDAY, MAY 22, 2015",353 WHEELOCK PKWY W,5,6,Transfer to VB,Complaint,Tall Grass,No,"353 WHEELOCK PKWY W
St Paul, MN
(44.988328, -93.1138)"
4079879,"FRIDAY, MAY 22, 2015",2149 MITCHELL AVE ,7,1,In Compliance,Complaint,Tall Grass,No,"2149 MITCHELL AVE
St Paul, MN
(44.942146, -93.009613)"
4079882,"FRIDAY, MAY 22, 2015",1669 HAGUE AVE ,4,13,In Compliance,Complaint,Garbage Rubbish,No,"1669 HAGUE AVE
St Paul, MN
(44.945742, -93.171052)"
4079884,"FRIDAY, MAY 22, 2015",1790 HAGUE AVE ,4,13,Resolved,Complaint,Tree,No,"1790 HAGUE AVE
St Paul, MN
(44.945769, -93.175993)"
4079886,"FRIDAY, MAY 22, 2015",604 JESSAMINE AVE E,6,5,Open,Complaint,Animals,No,"604 JESSAMINE AVE E
St Paul, MN
(44.974737, -93.075019)"
4079887,"FRIDAY, MAY 22, 2015",1387 LAFOND AVE ,4,11,Resolved,Complaint,Exterior,No,"1387 LAFOND AVE
St Paul, MN
(44.960188, -93.158708)"
4079890,"FRIDAY, MAY 22, 2015",1025 BEECH ST ,7,4,Resolved,Complaint,Dumping,No,"1025 BEECH ST
St Paul, MN
(44.962166, -93.057318)"
4079893,"FRIDAY, MAY 22, 2015",1167 CUMBERLAND ST ,5,6,In Compliance,Complaint,Exterior,Yes,"1167 CUMBERLAND ST
St Paul, MN
(44.976219, -93.117455)"
4079894,"FRIDAY, MAY 22, 2015",159 CONGRESS ST W,2,3,Under Review,Complaint,Interior,No,"159 CONGRESS ST W
St Paul, MN
(44.932246, -93.092266)"
4079896,"FRIDAY, MAY 22, 2015",2149 MITCHELL AVE ,7,1,Resolved,Complaint,Exterior,No,"2149 MITCHELL AVE
St Paul, MN
(44.942146, -93.009613)"
4079897,"FRIDAY, MAY 22, 2015",Howell Ave between Marshall and Dayton - East side of Howell,,,Resolved,FYI - No Response Required,Parking,No,"Howell Ave between Marshall and Dayton - East side of Howell
St Paul, MN
"
4079908,"FRIDAY, MAY 22, 2015",Western Ave N & Central Ave W,,,Resolved,Complaint,Exterior,No,"Western Ave N &amp; Central Ave W
St Paul, MN
"
4079911,"FRIDAY, MAY 22, 2015",Central & Kent,,,Resolved,Complaint,Tree,No,"Central &amp; Kent
St Paul, MN
"
4079915,"FRIDAY, MAY 22, 2015",998 BURR ST ,5,5,Resolved,Complaint,Exterior,No,"998 BURR ST
St Paul, MN
(44.971318, -93.079864)"
4079918,"FRIDAY, MAY 22, 2015",1544 BEECH ST ,7,1,In Compliance,Complaint,Tall Grass,No,"1544 BEECH ST
St Paul, MN
(44.96222, -93.035105)"
4079919,"FRIDAY, MAY 22, 2015",Central between Dale & Western,,,Resolved,Complaint,Traffic Sign Repair,No,"Central between Dale &amp; Western
St Paul, MN
"
4079921,"FRIDAY, MAY 22, 2015",1080 ARUNDEL ST ,5,6,In Compliance,Complaint,Exterior,No,"1080 ARUNDEL ST
St Paul, MN
(44.973914, -93.11879)"
4079924,"FRIDAY, MAY 22, 2015",1202 DALE ST N,5,6,Resolved,Complaint,Exterior,No,"1202 DALE ST N
St Paul, MN
(44.977605, -93.126347)"
4079925,"FRIDAY, MAY 22, 2015",1117 DALE ST N,5,10,In Compliance,Complaint,Tall Grass,No,"1117 DALE ST N
St Paul, MN
(44.974778, -93.12635)"
4079928,"FRIDAY, MAY 22, 2015",67 JESSAMINE AVE W,5,6,In Compliance,Complaint,Tall Grass,No,"67 JESSAMINE AVE W
St Paul, MN
(44.974677, -93.102832)"
4079931,"FRIDAY, MAY 22, 2015",Point Douglas Rd South just off of Lower Afton Rd,,,Resolved,Complaint,Pothole,No,"Point Douglas Rd South just off of Lower Afton Rd
St Paul, MN
"
4079933,"FRIDAY, MAY 22, 2015",63 JESSAMINE AVE W,5,6,In Compliance,Complaint,Tall Grass,No,"63 JESSAMINE AVE W
St Paul, MN
(44.974678, -93.102684)"
4079934,"FRIDAY, MAY 22, 2015",61 JESSAMINE AVE W,5,6,Transfer to VB,Complaint,Tall Grass,No,"61 JESSAMINE AVE W
St Paul, MN
(44.974679, -93.102575)"
4079937,"FRIDAY, MAY 22, 2015",1522 ALBEMARLE ST ,5,6,In Compliance,Complaint,Tall Grass,No,"1522 ALBEMARLE ST
St Paul, MN
(44.987116, -93.107119)"
4079942,"FRIDAY, MAY 22, 2015",1406 THOMAS AVE ,4,11,Resolved,FYI - No Response Required,Parking,No,"1406 THOMAS AVE
St Paul, MN
(44.959268, -93.159719)"
4079947,"FRIDAY, MAY 22, 2015",1769 MARGARET ST ,7,1,In Compliance,Complaint,Tall Grass,No,"1769 MARGARET ST
St Paul, MN
(44.961284, -93.025964)"
4079949,"FRIDAY, MAY 22, 2015",507 KENNY ROAD ,5,5,In Compliance,Complaint,Tall Grass,No,"507 KENNY ROAD
St Paul, MN
(44.957288, -93.078801)"
4079950,"FRIDAY, MAY 22, 2015",631 ALBERT ST N,4,11,Resolved,Complaint,Exterior,No,"631 ALBERT ST N
St Paul, MN
(44.960653, -93.159388)"
4079951,"FRIDAY, MAY 22, 2015",1443 EDGERTON ST ,5,5,Resolved,Complaint,Right of Way Signs,No,"1443 EDGERTON ST
St Paul, MN
(44.984816, -93.076137)"
4079954,"FRIDAY, MAY 22, 2015",Winthrop/Upper Afton,,,Resolved,Complaint,Right of Way Signs,No,"Winthrop/Upper Afton
St Paul, MN
"
4079962,"FRIDAY, MAY 22, 2015",923 CROMWELL AVE ,4,12,Resolved,FYI - No Response Required,Parking,No,"923 CROMWELL AVE
St Paul, MN
(44.96885, -93.2006)"
4079964,"FRIDAY, MAY 22, 2015",Wellesley/Cretin,,,Resolved,Complaint,Sewer,No,"Wellesley/Cretin
St Paul, MN
"
4079966,"FRIDAY, MAY 22, 2015",296 SARATOGA ST S,3,14,In Compliance,Complaint,Tall Grass,No,"296 SARATOGA ST S
St Paul, MN
(44.932672, -93.16448)"
4079967,"FRIDAY, MAY 22, 2015",623 MARYLAND AVE E,6,5,Resolved,Complaint,Exterior,No,"623 MARYLAND AVE E
St Paul, MN
(44.977448, -93.074228)"
4079969,"FRIDAY, MAY 22, 2015",5th & Washington ,,,Resolved,Complaint,Sidewalk,No,"5th &amp; Washington
St Paul, MN
"
4079973,"FRIDAY, MAY 22, 2015",1311 VAN BUREN AVE ,4,11,In Compliance,Complaint,Burning,No,"1311 VAN BUREN AVE
St Paul, MN
(44.962043, -93.15562)"
4079975,"FRIDAY, MAY 22, 2015",1022 LARPENTEUR AVE W,5,10,Resolved,Complaint,Vehicle/Abandoned,No,"1022 LARPENTEUR AVE W
St Paul, MN
(44.991947, -93.143225)"
4079976,"FRIDAY, MAY 22, 2015",st anthony,,,Resolved,Complaint,Sidewalk,No,"st anthony
St Paul, MN
"
4079977,"FRIDAY, MAY 22, 2015",1662 MONTANA AVE E,6,2,Resolved,Complaint,Garbage Rubbish,No,"1662 MONTANA AVE E
St Paul, MN
(44.987431, -93.030117)"
4079978,"FRIDAY, MAY 22, 2015",810 LARPENTEUR AVE W,5,10,In Compliance,Complaint,Tall Grass,No,"810 LARPENTEUR AVE W
St Paul, MN
(44.991849, -93.133985)"
4079982,"FRIDAY, MAY 22, 2015",2032 NORFOLK AVE ,3,15,In Compliance,Complaint,Tall Grass,No,"2032 NORFOLK AVE
St Paul, MN
(44.899607, -93.186169)"
4079993,"FRIDAY, MAY 22, 2015",422 MOUNT CURVE BLVD ,3,14,Resolved,Complaint,Dumping,No,"422 MOUNT CURVE BLVD
St Paul, MN
(44.928827, -93.193593)"
4080004,"FRIDAY, MAY 22, 2015",132 WYOMING ST E,2,3,Resolved,Complaint,Exterior,No,"132 WYOMING ST E
St Paul, MN
(44.920443, -93.079482)"
4080005,"FRIDAY, MAY 22, 2015",958 SHERBURNE AVE ,1,7,Resolved,Complaint,Dumping,No,"958 SHERBURNE AVE
St Paul, MN
(44.956642, -93.140647)"
4080009,"FRIDAY, MAY 22, 2015",1152 LAFOND AVE ,4,11,In Compliance,Complaint,Tall Grass,No,"1152 LAFOND AVE
St Paul, MN
(44.960285, -93.148767)"
4080012,"FRIDAY, MAY 22, 2015",649 SNELLING AVE N,4,11,Transferred - Closed,Complaint,Graffiti,No,"649 SNELLING AVE N
St Paul, MN
(44.960885, -93.167106)"
4080017,"FRIDAY, MAY 22, 2015",2167 TEMPLE COURT ,4,13,In Compliance,Complaint,Tall Grass,No,"2167 TEMPLE COURT
St Paul, MN
(44.954055, -93.191755)"
4080019,"FRIDAY, MAY 22, 2015",2171 TEMPLE COURT ,4,13,Resolved,Complaint,Tall Grass,No,"2171 TEMPLE COURT
St Paul, MN
(44.954099, -93.19192)"
4080021,"FRIDAY, MAY 22, 2015",649 SNELLING AVE N,4,11,Resolved,FYI - No Response Required,Graffiti,No,"649 SNELLING AVE N
St Paul, MN
(44.960885, -93.167106)"
4080023,"FRIDAY, MAY 22, 2015",1153 LAFOND AVE ,4,11,In Compliance,Complaint,Tall Grass,No,"1153 LAFOND AVE
St Paul, MN
(44.960285, -93.148762)"
